number;ScientificName_accepted;REFERENCE;SITE;YEAR;LONGITUDE;LATITUDE
729;Dasysiphonia japonica;Barbara et al 2003;Puerto de A Coruna;2001;-8.38935;43.3605
737;Dasysiphonia japonica;Barbara et al 2003;Castillo de San Anton _ A Coruna;1994;-8.38542;43.37098
743;Dasysiphonia japonica;Barbara et al 2003;Santa Christina _ ria de A Coruna;1995;-8.37299;43.33825
794;Dasysiphonia japonica;Barbara et al 2003;Muela del Segano _ ria de Ferrol;1998;-8.29672;43.45607
847;Dasysiphonia japonica;Barbara et al 2003;Murgados _ ria de Ferrol;1998;-8.2509;43.46557
898;Dasysiphonia japonica;Barbara et al 2003;O Vicedo _ ria de Vivero;2002;-7.61601;43.74969
1171;Dasysiphonia japonica;Maggs data;Wear Point;1996;-4.98801;51.70192
1326;Dasysiphonia japonica;Kuepper data;Alturlie Point_Moray Firth;2004;-4.15748;57.5162
1373;Dasysiphonia japonica;Maggs Stegenga 1999;Roscoff;1995;-3.9802;48.72922
1691;Dasysiphonia japonica;Baldock data;Portland Harbour;2005;-2.59563;50.59563
1901;Dasysiphonia japonica;Baldock data;Swanage Pier _ Dorset;2002;-1.9542;50.61554
1908;Dasysiphonia japonica;Baldock data;SW of Ballard Point _ Swanage Bay _ Dorse;2002;-1.941767;50.624817
1911;Dasysiphonia japonica;Baldock data;Training Bank _ Studland Bay _ Dorset;2001;-1.934167;50.666667
1913;Dasysiphonia japonica;Baldock data;Studland Bay _ Dorset;2001;-1.929883;50.6442
1914;Dasysiphonia japonica;Baldock data;Off Ballard Down _ Swanage Bay Dorset;2002;-1.928333;50.634
1915;Dasysiphonia japonica;Baldock data;North of Peveril Ledge _ Swanage Bay Dor;2002;-1.921117;50.61
1920;Dasysiphonia japonica;Baldock data;Poole maerl grounds _ Dorset;2002;-1.899467;50.653833
1922;Dasysiphonia japonica;Baldock data;Poole Patch _ Poole Bay _ Dorset;2002;-1.894983;50.685333
1924;Dasysiphonia japonica;Baldock data;Lobster Rock _ Poole Bay _ Dorset;2001;-1.891667;50.685
1933;Dasysiphonia japonica;Baldock data;Poole Bay _ Dorset;2002;-1.864;50.69485
1967;Dasysiphonia japonica;Baldock data;Christchurch Ridge _ Christchurch Bay  _;2002;-1.628833;50.67685
1969;Dasysiphonia japonica;Baldock data;Sarsen Stones _ Christchurch Bay _ Hampsh;2002;-1.626583;50.694983
2467;Dasysiphonia japonica;Verlaque 2000;Thau Lagoon;1998;3.62987;43.44563
2513;Dasysiphonia japonica;ALIENS data;Neeltje Jans;2002;3.72033;51.6347
2540;Dasysiphonia japonica;ALIENS data;Zierikzee;2002;3.89235;51.63981
2577;Dasysiphonia japonica;Stegenga 1997;Yerseke;1994;4.04814;51.4992
2609;Dasysiphonia japonica;Stiger-Pouvreau, unpublished data;Plouzan�;2011;-4.5665;48.3537
2681;Dasysiphonia japonica;Lein 1999;Norway12;1999;4.8875;60.73835
2688;Dasysiphonia japonica;Lein 1999;Norway2;1997;4.90943;61.59843
2700;Dasysiphonia japonica;Lein 1999;Norway11;1999;4.93867;60.53044
2703;Dasysiphonia japonica;Lein 1999;Norway15;1999;4.94598;61.26635
2707;Dasysiphonia japonica;Lein 1999;Norway13;1999;4.96791;60.8133
2721;Dasysiphonia japonica;Lein 1999;Norway14;1999;4.97522;60.96976
2736;Dasysiphonia japonica;Lein 1999;Norway16;1999;5.00446;61.6019
2749;Dasysiphonia japonica;Lein 1999;Norway10;1999;5.04832;60.54482
2778;Dasysiphonia japonica;Lein 1999;Norway6;1999;5.16528;59.89862
2786;Dasysiphonia japonica;Lein 1999;Norway5;1999;5.18721;60.22331
2790;Dasysiphonia japonica;ICES WGITMO 2002;Sognefjord;2001;5.19642;61.10376
2805;Dasysiphonia japonica;Lein 1999;Norway1;1996;5.20856;60.1317
2824;Dasysiphonia japonica;Lein 1999;Norway3;1998;5.24569;59.62991
2832;Dasysiphonia japonica;Lein 1999;Norway4;1998;5.26762;60.23057
2833;Dasysiphonia japonica;Lein 1999;Norway7;1999;5.26762;59.89129
2834;Dasysiphonia japonica;Lein 1999;Norway8;1999;5.26762;59.92427
2848;Dasysiphonia japonica;Lein 1999;Norway9;1999;5.31879;59.95357
3015;Dasysiphonia japonica;ICES WGITMO 2003;Alesund;2003;6.10097;62.48186
3687;Dasysiphonia japonica;ICES WGITMO 2004;Koster;2003;11.03856;58.89867
2586;Gelidium vagum;Mineur et al. 2012;Yerseke oyster ponds;2010;4.073782;51.48121
5059;Gelidium vagum;Stegenga & Karremans;Strijenham;2015;3.907352;51.522825
5060;Gelidium vagum;Stegenga & Karremans;Kattendijke;2015;3.950845;51.529509
5061;Gelidium vagum;De Clerck;Sas van Goes;2015;3.929798;51.541728
725;Gracilaria vermiculophylla;Rueness 2005;Bahia de A Coruna;2003;-8.39112;43.36216
727;Gracilaria vermiculophylla;Rueness 2005;Bahia de A Coruna;2003;-8.39088;43.3631
883;Gracilaria vermiculophylla;Rueness 2005;Ria Formosa Faro;2004;-7.93133;36.99818
884;Gracilaria vermiculophylla;Rueness 2005;Ria Formosa Faro;2004;-7.93109;36.99912
1236;Gracilaria vermiculophylla;Rueness 2005;Aber Benoit;2003;-4.58665;48.56384
1237;Gracilaria vermiculophylla;Rueness 2005;Aber Benoit;2003;-4.58641;48.56478
1255;Gracilaria vermiculophylla;Rueness 2005;Paluden Aber Wrach;2003;-4.5448;48.59889
1256;Gracilaria vermiculophylla;Rueness 2005;Paluden Aber Wrach;2003;-4.54456;48.59983
1259;Gracilaria vermiculophylla;Rueness 2005;Pont Aber Wrach;2003;-4.53871;48.59958
1260;Gracilaria vermiculophylla;Rueness 2005;Pont Aber Wrach;2003;-4.53846;48.60052
1287;Gracilaria vermiculophylla;Rueness 2005;St Jean Elorn;2003;-4.36708;48.40368
1289;Gracilaria vermiculophylla;Rueness 2005;St Jean Elorn;2003;-4.36683;48.40461
1290;Gracilaria vermiculophylla;Rueness 2005;Daoulas;2003;-4.36481;48.35033
1291;Gracilaria vermiculophylla;Rueness 2005;Daoulas;2003;-4.36457;48.35127
1312;Gracilaria vermiculophylla;Rueness 2005;Terenez;2003;-4.27981;48.28373
1313;Gracilaria vermiculophylla;Rueness 2005;Terenez;2003;-4.27956;48.28467
1375;Gracilaria vermiculophylla;Mollet et al 1998;Near Roscoff;1997;-3.9767;48.71277
1376;Gracilaria vermiculophylla;Mollet et al 1998;Near Roscoff;1997;-3.97645;48.71371
1388;Gracilaria vermiculophylla;Rueness 2005;St Pol de Leon;2003;-3.9678;48.68122
1390;Gracilaria vermiculophylla;Rueness 2005;St Pol de Leon;2003;-3.96755;48.68216
1426;Gracilaria vermiculophylla;Rueness 2005;Minaoet Concarneau;2003;-3.88682;47.85106
1428;Gracilaria vermiculophylla;Rueness 2005;Minaoet Concarneau;2003;-3.88657;47.852
1458;Gracilaria vermiculophylla;Rueness 2005;Belon estuary;2001;-3.70995;47.80603
1459;Gracilaria vermiculophylla;Rueness 2005;Belon estuary;2001;-3.70971;47.80697
1508;Gracilaria vermiculophylla;Rueness 2005;Lorient Scorff;2003;-3.34874;47.74328
1509;Gracilaria vermiculophylla;Rueness 2005;Lorient Scorff;2003;-3.3485;47.74422
1512;Gracilaria vermiculophylla;Rueness 2005;Lorient Blavet;2003;-3.32601;47.74146
1513;Gracilaria vermiculophylla;Rueness 2005;Lorient Blavet;2003;-3.32577;47.74239
1536;Gracilaria vermiculophylla;Rueness 2005;Ste Helene Etel;2003;-3.17689;47.69791
1537;Gracilaria vermiculophylla;Rueness 2005;Ste Helene Etel;2003;-3.17665;47.69885
2588;Gracilaria vermiculophylla;Rueness 2005;Oostvoornse Meer;1998;4.07778;51.93179
2589;Gracilaria vermiculophylla;Rueness 2005;Oostvoornse Meer;1998;4.07802;51.93273
2592;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Le Faou;2012;-4.182;48.2957
2600;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Penfoul;2013;-4.32;48.36
2601;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Le Faou;2013;-4.182;48.2957
2602;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Moulin Neuf;2013;-4.35;48.35
3286;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Aveiro;2014;-8.68;40.6
3287;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Aveiro;2014;-8.75;40.59
3288;Gracilaria vermiculophylla;Le Diouron PhD, unp. Data;Aveiro;2014;-8.77;40.55
3477;Gracilaria vermiculophylla;Dirk Schories data;Schilksee Olympic harbor;2005;10.18355;54.41961
3478;Gracilaria vermiculophylla;Dirk Schories data;Schilksee Olympic harbor;2005;10.18379;54.42055
3527;Gracilaria vermiculophylla;V. Husa & H. Steen;Lahelle;2013;10.28273333;59.13541667
3530;Gracilaria vermiculophylla;V. Husa & H. Steen;�y�sen;2013;10.28863333;59.09616667
3541;Gracilaria vermiculophylla;V. Husa & H. Steen;�r�kilen;2013;10.3181;59.14596667
3568;Gracilaria vermiculophylla;V. Husa & H. Steen;�deg�rdskilen;2012;10.42446667;59.1499
3570;Gracilaria vermiculophylla;V. Husa & H. Steen;Rossavik;2012;10.42658333;59.25041667
3581;Gracilaria vermiculophylla;V. Husa & H. Steen;Hus�y;2012;10.45786667;59.23835
3713;Gracilaria vermiculophylla;Nyberg 2006;Brofjorden;2004;11.43577;58.35265
3718;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.66368;57.7068
3719;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.66692;57.70356
3720;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.69526;57.72624
3721;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.72199;57.70356
3722;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.73981;57.69951
3723;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2003;11.7633;57.62014
3724;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.78031;57.75135
3727;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.78355;57.65659
3728;Gracilaria vermiculophylla;Rueness 2005;Rivo Gotheborg;2003;11.78493;57.65455
3731;Gracilaria vermiculophylla;Rueness 2005;Rivo Gotheborg;2003;11.80704;57.65063
3734;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.84025;57.6663
3736;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.85969;57.6331
3737;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.89209;57.60961
3739;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.90829;57.4711
3740;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.91153;57.62095
3741;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.91315;57.44761
3742;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.91315;57.41278
3743;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.91639;57.625
3744;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2005;11.91963;57.60232
3745;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.92449;57.61933
3747;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2003;11.92854;57.49297
3748;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.92854;57.55048
3749;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2004;11.93178;57.56263
3750;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2003;11.93907;57.48973
3752;Gracilaria vermiculophylla;Nyberg 2006;Sweden;2003;11.94798;57.51403
3767;Gracilaria vermiculophylla;Nyberg 2006;Bua Harbour;2005;12.12569;57.24165
3770;Gracilaria vermiculophylla;Nyberg 2006;Traslovslage;2005;12.20693;57.13825
4528;Gracilaria vermiculophylla;Mineur data;Carlingford, Ireland;2008;-6.155209;54.032642
4923;Gracilaria vermiculophylla;Barbara et al 2012;R�a de Betanzos, El Pedrido 29TNH640980;2009;-8.20992;43.33257
5062;Gracilaria vermiculophylla;Stegenga & Karremans;Oosterschelde;2015;3.929798;51.541728
5063;Gracilaria vermiculophylla;Stegenga & Karremans;Waddenzee;2015;5.395888;53.368536
5064;Gracilaria vermiculophylla;Stegenga & Karremans;Yerseke;2015;4.054869;51.492711
421;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Aguino;1996;-9.01583;42.51578
423;Grateloupia turuturu;Barbara Cremades 1997;Ria de Muros Noia_Punta Caballo;1994;-8.99861;42.72525
434;Grateloupia turuturu;Barbara Cremades 1997;Ria de Muros Noia_Creo;1996;-8.97194;42.78526
439;Grateloupia turuturu;Barbara Cremades 1997;Ria de Muros Noia_Punta de Esteiro;1996;-8.96082;42.77637
447;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Isla de Rua;1995;-8.94193;42.55412
493;Grateloupia turuturu;Barbara Cremades 1997;Ria de Vigo_Islas Cies;1997;-8.89468;42.23691
495;Grateloupia turuturu;Araujo et al 2003;Buarcos;2000;-8.89359;40.17026
500;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_between Xidoiro Islands;1991;-8.89004;42.54972
510;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Porto Meloxo;1992;-8.88428;42.49347
520;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Faro de Isla de Arousa;1995;-8.87859;42.5719
524;Grateloupia turuturu;Berecibar PhD thesis 2011;Figueira do Foz;2003;-8.8768;40.1555
525;Grateloupia turuturu;Berecibar PhD thesis 2011;Figueira do Foz;2004;-8.8768;40.1555
532;Grateloupia turuturu;Barbara Cremades 1997;Ria de Pontevedra_Punta Faxilda;1997;-8.87455;42.42286
535;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Punta Quilme;1997;-8.872;42.53184
546;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Isla de Arousa;1995;-8.87137;42.54745
567;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Isla de A Toxa;1992;-8.84184;42.49732
581;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Punta de Tragove;1997;-8.8158;42.503
584;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Punta de Tragove;1996;-8.81525;42.50355
589;Grateloupia turuturu;Barbara Cremades 1997;Ria de Arousa_Punta de Tragove;1992;-8.81358;42.503
596;Grateloupia turuturu;Barbara Cremades 1997;Ria de Pontevedra_Punta Barreiros;1997;-8.8072;42.39773
640;Grateloupia turuturu;Barbara Cremades 1997;Ria de Vigo_Punta Borneira;1997;-8.7855;42.24871
647;Grateloupia turuturu;Barbara Cremades 1997;Ria de Vigo_Isla de las Ratas;1996;-8.77009;42.25461
652;Grateloupia turuturu;Barbara Cremades 1997;Ria de Pontevedra_Punta Loira;1997;-8.74185;42.36958
698;Grateloupia turuturu;Barbara et al 2003;Arteixo;1999;-8.50439;43.33878
803;Grateloupia turuturu;Barbara Cremades 1997;Ria de Betanzos_playa de San Pedro de Veigue;1996;-8.28601;43.38423
834;Grateloupia turuturu;Barbara Cremades 1997;Ria de Betanzos_between Lorbe and Carnoedo;1995;-8.27138;43.38502
845;Grateloupia turuturu;Barbara Cremades 1997;Ria de Betanzos_Carnoedo;1992;-8.25245;43.37164
887;Grateloupia turuturu;Barbara Cremades 1997;Cancelas_Ria de Ortigueira;1997;-7.80761;43.73604
1144;Grateloupia turuturu;Maggs Stegenga 1999;Milford Haven;1984;-5.07216;51.68742
1254;Grateloupia turuturu;Simon et al 2001;Plouzane;1999;-4.54709;48.36147
1277;Grateloupia turuturu;Simon et al 2001;Brest marina;1999;-4.43112;48.39492
1365;Grateloupia turuturu;Simon et al 2001;Roscoff Enez Glas;1999;-3.99197;48.73517
1380;Grateloupia turuturu;Cabioch et al 1997;Pempoul;1993;-3.9738;48.68577
1407;Grateloupia turuturu;Simon et al 2001;Concarneau;1998;-3.93457;47.86211
1411;Grateloupia turuturu;Cabioch et al 1997;Ile Callot;1996;-3.92821;48.69595
1413;Grateloupia turuturu;Cabioch et al 1997;Ile Callot;1993;-3.9274;48.69432
1414;Grateloupia turuturu;Gavio Fredericq 2002;Ile Callot;2001;-3.92726;48.69519
1450;Grateloupia turuturu;NBN JNCC;Fort Charles Salcombe;1991;-3.78264;50.23123
1487;Grateloupia turuturu;Cabioch et al 1997;Fort Bloque_Lorient;1989;-3.50569;47.73444
1495;Grateloupia turuturu;Cabioch et al 1997;Anse  du Kerroch_Lorient;1989;-3.46107;47.69687
1497;Grateloupia turuturu;Simon et al 2001;Groix;1999;-3.45384;47.64042
1511;Grateloupia turuturu;Simon et al 2001;Lorient near harbour;1999;-3.3315;47.73897
1554;Grateloupia turuturu;Cabioch et al 1997;Quiberon;1996;-3.10243;47.48733
1556;Grateloupia turuturu;Cabioch et al 1997;Quiberon;1992;-3.10035;47.48421
1709;Grateloupia turuturu;Simon et al 2001;Le Croisic;1999;-2.5201;47.30134
1900;Grateloupia turuturu;Stiger data;St Gilles Croix de Vie;2005;-1.96256;46.6892
1972;Grateloupia turuturu;Simon et al 2001;Cherbourg harbour;1999;-1.62422;49.65336
1994;Grateloupia turuturu;Simon et al 2001;Granville harbour;1999;-1.59813;48.83585
2037;Grateloupia turuturu;NBN JNCC;Stanswood oyster bed;1986;-1.30883;50.81676
2063;Grateloupia turuturu;Farnham Irvine 1973;Solent;1973;-1.22573;50.81133
2129;Grateloupia turuturu;Farnham Irvine 1973;Langstone Harbour;1973;-1.0423;50.82104
2130;Grateloupia turuturu;Farnham Irvine 1973;Portsmouth;1969;-1.04149;50.81586
2131;Grateloupia turuturu;Cabioch et al 1997;Portsmouth;1996;-1.04146;50.80863
2138;Grateloupia turuturu;Gavio Fredericq 2002;The Kench;2002;-1.02828;50.79769
2154;Grateloupia turuturu;Farnham Irvine 1973;Chichester Harbour;1973;-0.90685;50.81133
2156;Grateloupia turuturu;Farnham Irvine 1973;Pagham Harbour;1973;-0.76709;50.76904
2230;Grateloupia turuturu;Deslandes, unp. Data;Cherbourg;2003;-1.6213;49.6483
2238;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;St Gilles Croix de vie;2003;-1.9575;46.6938
2239;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;St Gilles Croix de vie;2003;-1.95138;46.6957
2247;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;Sion sur l'oc�an;2003;-1.9824;46.7101
2248;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;Sion sur l'oc�an;2003;-1.9824;46.7101
2291;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;Presqu'ile de Rhuys;2014;-2.7852;47.4893
2400;Grateloupia turuturu;Le Berre, unp. Data;Ploemeur;2003;-3.3604;47.6859
2414;Grateloupia turuturu;Le Berre, unp. Data;Ploemeur;2003;-3.4814;47.7148
2416;Grateloupia turuturu;Le Berre, unp. Data;Ploemeur;2003;-3.4942;47.7248
2417;Grateloupia turuturu;Le Berre, unp. Data;Ploemeur;2003;-3.4937;47.7244
2418;Grateloupia turuturu;Plouguern� et al 2006;Ploemeur;2003;-3.5015;47.7311
2426;Grateloupia turuturu;Plouguern� et al 2007;Ile Callot;2003;-3.9267;48.6795
2459;Grateloupia turuturu;Ben Maiz 1986;Meze_Bouzigues;1984;3.62271;43.44299
2496;Grateloupia turuturu;Riouall et al 1985;Bouzigues harbour;1982;3.65571;43.45309
2578;Grateloupia turuturu;Stegenga 1997;Oyster pond near Yerseke;1993;4.05137;51.48705
2606;Grateloupia turuturu;Plouguern� et al 2008;Plouzan�;2003;-4.5586;48.3543
3284;Grateloupia turuturu;Stiger-Pouvreau, unpublished data;Porto;2014;-8.7092;41.1887
3810;Grateloupia turuturu;Gargiulo et al 1992;Venice;1992;12.30616;45.42304
4908;Grateloupia turuturu;Verlaque et al 2005 ;Meze;1984;3.603232;43.420197
4909;Grateloupia turuturu;Verlaque et al 2005 ;Bouzigues/Meze;1995;3.626251;43.437241
4910;Grateloupia turuturu;Verlaque et al 2005 ;Bouzigues/Meze;1996;3.625334;43.436287
4911;Grateloupia turuturu;Verlaque et al 2005 ;Bouzigues/Meze;1997;3.624183;43.434425
4912;Grateloupia turuturu;Verlaque et al 2005 ;Bouzigues/Meze;1998;3.626737;43.437739
4913;Grateloupia turuturu;Verlaque et al 2005 ;Le Mourre Blanc;2000;3.576129;43.402183
4984;Grateloupia turuturu;Cecere et al 2011;Mar Piccolo di Taranto;2007;17.229016;40.480346
5065;Grateloupia turuturu;Stegenga & Karremans;Oosterschelde;2015;4.054869;51.492711
5066;Grateloupia turuturu;Stegenga & Karremans;Neeltje Jans;2015;3.706037;51.62879
5067;Grateloupia turuturu;Stegenga & Karremans;Veerse Meer_Veere;2015;3.66044;51.55974
5068;Grateloupia turuturu;Stegenga & Karremans;Bruinisse, Grevelingen;2015;4.087523;51.671932
473;Lomentaria hakodatensis;Berecibar PhD thesis 2011;Sagres;2005;-8.9291;37.0119
474;Lomentaria hakodatensis;Berecibar PhD thesis 2011;Sagres;2005;-8.9291;37.0119
539;Lomentaria hakodatensis;Veiga et al 1998;Illa de Arousa;1997;-8.87157;42.55709
585;Lomentaria hakodatensis;Barbara et al 2002;Tragove_Ria de Arousa;1992;-8.81476;42.51231
597;Lomentaria hakodatensis;Veiga et al 1998;playa de As Sinas;1997;-8.80538;42.57668
664;Lomentaria hakodatensis;Berecibar PhD thesis 2011;Lagos marina;2005;-8.6713;37.1055
665;Lomentaria hakodatensis;Berecibar PhD thesis 2011;Lagos marina;2005;-8.6713;37.1055
728;Lomentaria hakodatensis;Pena Barbara 2002;Coruna harbour;2002;-8.39085;43.36312
741;Lomentaria hakodatensis;Veiga et al 1998;Playa de Oza;1997;-8.38179;43.35511
766;Lomentaria hakodatensis;Barbara Cremades 1996;Ria da Coruna;1995;-8.36181;43.35415
870;Lomentaria hakodatensis;Alexandra Cunha herbarium;Ria formosa;1989;-7.9925;37.0078
871;Lomentaria hakodatensis;Berecibar PhD thesis 2011;Ria formosa;2006;-7.9925;37.0078
