number;ScientificName_accepted;REFERENCE;SITE;YEAR;LONGITUDE;LATITUDE
2336;Sargassum muticum;Belsher questionnaire;Leucate marina;1990;3.04984;42.91347
2338;Sargassum muticum;Knoepffler et al 1985;Canal of Port la Nouvelle;1985;3.05499;43.02358
2339;Sargassum muticum;Barcelo Marti et al 2001;Castell_drift;1990;3.06108;41.80852
2340;Sargassum muticum;Barcelo Marti et al 2001;Pollenca_drift;1986;3.07664;39.93065
2348;Sargassum muticum;Knoepffler et al 1985;Canal of Gruissan Plage;1985;3.10235;43.09999
2368;Sargassum muticum;Knoepffler et al 1990;Banyuls;1986;3.1314;42.48872
2380;Sargassum muticum;Knoepffler et al 1985;Port de Brossolette;1985;3.16992;43.1663
2419;Sargassum muticum;Stiger-Pouvreau, unpublished data;Ploemeur;2003;-3.5015;47.7311
2423;Sargassum muticum;Knoepffler et al 1985;Pier of Cap d'Agde;1985;3.50637;43.27832
2425;Sargassum muticum;Knoepffler et al 1985;Port Ambonne;1985;3.52819;43.30499
2434;Sargassum muticum;Ben Maiz 1986;Parc B thau;1984;3.58822;43.4105
2441;Sargassum muticum;Ben Maiz 1986;Meze;1984;3.60168;43.42877
2480;Sargassum muticum;Ben Maiz 1986;Parc A Thau;1984;3.64016;43.44128
2486;Sargassum muticum;Knoepffler et al 1985;Canal des Quilles;1985;3.64661;43.39714
2497;Sargassum muticum;Ben Maiz 1986;Bouzigue;1984;3.65843;43.45186
2498;Sargassum muticum;Critchley 1983;Etang de Thau;1981;3.66031;43.44318
2514;Sargassum muticum;ALIENS data;Neeltje Jans;2002;3.72033;51.6347
2516;Sargassum muticum;Knoepffler et al 1985;Frontignan plage harbour;1985;3.73228;43.423
2518;Sargassum muticum;Knoepffler et al 1985;Etang d'Ingrid;1985;3.74683;43.44079
2519;Sargassum muticum;Prudhomme Van Reine Nienhuis 1982;Burghsluis;1979;3.75373;51.66931
2520;Sargassum muticum;Prudhomme Van Reine Nienhuis 1982;Renesse;1977;3.7752;51.74485
2522;Sargassum muticum;Critchley 1983;Eastern Scheldt;1981;3.79851;51.61111
2523;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.83666;51.74904
2524;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.84027;51.75239
2525;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.84027;51.739
2526;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.84567;51.75462
2527;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.84838;51.73788
2528;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.861;51.73956
2529;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.86731;51.74011
2530;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.87181;51.75016
2531;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.87181;51.74179
2533;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.87812;51.75183
2534;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.87992;51.75518
2535;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.87992;51.74179
2536;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.88082;51.75741
2541;Sargassum muticum;ALIENS data;Zierikzee;2002;3.89235;51.63981
2547;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.90967;51.77136
2548;Sargassum muticum;Knoepffler et al 1985;Grau du Prevost;1985;3.91011;43.5297
2551;Sargassum muticum;Knoepffler et al 1985;Palavas marina;1985;3.91657;43.54263
2552;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.91868;51.74179
2555;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.92499;51.74179
2556;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.9304;51.73342
2558;Sargassum muticum;Nienhuis 1982;Lake Grevelingen;1980;3.9349;51.73342
2559;Sargassum muticum;Nienhuis 1982;Canal van Goes;1980;3.93941;51.5309
2573;Sargassum muticum;ALIENS data;Grevelinge Bommenede;2002;3.98546;51.73008
2575;Sargassum muticum;Critchley 1983;Lake Grevelingen;1981;3.99131;51.76402
2590;Sargassum muticum;Belsher questionnaire;La Grande Motte;1987;4.08661;43.56249
2596;Sargassum muticum;ALIENS data;Grevelingen Bruinisse;2002;4.10923;51.66308
2598;Sargassum muticum;Knoepffler et al 1985;Grau du Roi;1985;4.12511;43.5491
2607;Sargassum muticum;Plouguern� et al 2006;Plouzan�;2003;-4.5586;48.3543
2610;Sargassum muticum;Stiger-Pouvreau, unpublished data;Plouzan�;2011;-4.5668;48.3515
2611;Sargassum muticum;Stiger-Pouvreau, unpublished data;Saint Pabu;2001;-4.6156;48.5763
2612;Sargassum muticum;Hardouin et al.(2014) JAP;Plouzan�;2012;-4.5665;48.3537
2613;Sargassum muticum;Stiger-Pouvreau, unpublished data;Saint Pabu;2001;-4.6279;48.5791
2614;Sargassum muticum;Tanniou et al;Plouzan�;2011;-4.631;48.339
2616;Sargassum muticum;Belsher questionnaire;Saintes Maries de la Mer in a canal;1990;4.43581;43.45864
2617;Sargassum muticum;Le Lann et al. 2012;Porsmeur;;-4.77;48.48
2621;Sargassum muticum;Tanniou et al;Solberg;2011;4.797;60.587
2623;Sargassum muticum;Tanniou et al;Kr�kjeb�rholmen;2011;4.844;60.584
2624;Sargassum muticum;Tanniou et al;Sau�yna;2011;4.848;60.588
2626;Sargassum muticum;Astrid Haavik;Indrev�r - Hellers�yna;2012;4.606666;61.007979
2640;Sargassum muticum;Kjersti Sj�tun;;2010;4.7907;60.64321667
2641;Sargassum muticum;Kjersti Sj�tun;;2010;4.791433333;60.61255
2642;Sargassum muticum;Kjersti Sj�tun;;2010;4.79495;60.58786667
2647;Sargassum muticum;Kjersti Sj�tun;;2009;4.8115;60.55123333
2652;Sargassum muticum;V. Husa;Steinsund bru;2004;4.816666667;61.05
2653;Sargassum muticum;Kari Todnem, Harald Vik-Mo;Langholmen;2011;4.818902;60.567056
2654;Sargassum muticum;Prudhomme Van Reine Nienhuis 1982;Texel;1980;4.82271;53.02641
2655;Sargassum muticum;Kjersti Sj�tun;;2010;4.823416667;60.56775
2658;Sargassum muticum;Henning Steen data;Steinsund;2001;4.830635;61.05468
2663;Sargassum muticum;Henning Steen data;�ygarden;1994;4.840504;60.63941
2679;Sargassum muticum;Kjersti Sj�tun;;2009;4.880033333;60.50568333
2683;Sargassum muticum;Atle Grimsby;Sm�v�gane;2012;4.888452;59.315748
2685;Sargassum muticum;Torborg Berge;Sm�v�gane;2012;4.889177;59.31528
2686;Sargassum muticum;Kjersti Sj�tun;;2009;4.8909;60.51721667
2687;Sargassum muticum;Henning Steen data;Herdla;1994;4.90541;60.5639
2724;Sargassum muticum;V. Husa;Telav�g;2010;4.98335;60.2556
2726;Sargassum muticum;Henning Steen data;Solund;1996;4.990689;61.07427
2756;Sargassum muticum;Henning Steen data;Tofter�y;1991;5.078333;60.20311
2763;Sargassum muticum;V. Husa;Bild�y;2010;5.1138;60.34256667
2769;Sargassum muticum;V. Husa;Follese;2010;5.152916667;60.41046667
2771;Sargassum muticum;Kjersti Sj�tun;;2009;5.158166667;60.12206667
2783;Sargassum muticum;Kjersti Sj�tun;;2009;5.16885;60.14015
2789;Sargassum muticum;Kjersti Sj�tun;;2009;5.1956;60.07876667
2798;Sargassum muticum;ICES WGITMO 2002;Sognefjord;2002;5.2003;61.09215
2819;Sargassum muticum;Henning Steen data;Eggholmene;2000;5.224366;60.27112
2823;Sargassum muticum;Henning Steen data;Kvalsvik;1993;5.244443;59.43641
2825;Sargassum muticum;Henning Steen data;Haugesund;2000;5.249883;59.41737
2827;Sargassum muticum;E. Hegg�y;Haugesund;2011;5.258383333;59.41783333
2829;Sargassum muticum;E. Hegg�y;Skudeneshavn;2011;5.26005;59.1478
2836;Sargassum muticum;V. Husa;Milde;2010;5.268816667;60.24936667
2838;Sargassum muticum;E. Hegg�y;Koparvik;2011;5.2989;59.28311667
2840;Sargassum muticum;Le Diouron PhD, unp. Data;Site 1;;5.5004;59.768
2842;Sargassum muticum;Le Diouron PhD, unp. Data;Site 2;;5.5021;59.7685
2852;Sargassum muticum;V. Husa;R�yksund;2010;5.33615;59.72856667
2874;Sargassum muticum;Le Diouron PhD, unp. Data;Site 3;;5.6524;59.7693
2879;Sargassum muticum;Henning Steen data;Halhjem;1993;5.43094;60.1469
2881;Sargassum muticum;V. Husa;Alvestad;2011;5.457283333;59.21873333
2884;Sargassum muticum;V. Husa;Sl�ttesvik;2011;5.462416667;59.31245
2887;Sargassum muticum;E. Hegg�y;Eld�yane;2010;5.483883333;59.76013333
2891;Sargassum muticum;E. Hegg�y;Leirvik;2010;5.502783333;59.77855
2896;Sargassum muticum;Per Fadnes;Rommetveit;2008;5.52663;59.816223
2900;Sargassum muticum;Samson N�ss;Hystad;2008;5.53451;59.789247
2905;Sargassum muticum;Johnsen, John Inge;Vistestranden;1988;5.562858;58.985349
2908;Sargassum muticum;V. Husa;Tananger;2011;5.575266667;58.93281667
2911;Sargassum muticum;V. Husa;Kvernevika;2011;5.601816667;58.9728
2913;Sargassum muticum;V. Husa;Risavika;2011;5.605366667;58.92465
2915;Sargassum muticum;E. Hegg�y;Utstein;2011;5.607816667;59.09753333
2917;Sargassum muticum;Henning Steen data;Tungenes;1992;5.613682;59.03124
2919;Sargassum muticum;Henning Steen data;Kloster�y;1994;5.62163;59.09516
2920;Sargassum muticum;Henning Steen data;Runde Island;2011;5.624173;62.40061
2923;Sargassum muticum;V. Husa;Hestneset;2011;5.628966667;58.94553333
2926;Sargassum muticum;A. Chapman;Runde;2010;5.63656;62.38945
2929;Sargassum muticum;V. Husa;Harestad/Skiftesvik;2011;5.641666667;59.01306667
2938;Sargassum muticum;V. Husa;Saltnes/Breidvika;2011;5.712566667;59.00351667
2941;Sargassum muticum;V. Husa;Skeisvika;2011;5.7325;59.00726667
2943;Sargassum muticum;V. Husa;Sj�lyst;2011;5.740533333;58.9756
2944;Sargassum muticum;V. Husa;Galeiv�gen/Gr�nvika;2011;5.741283333;58.98763333
2945;Sargassum muticum;E. Hegg�y;Lura;2011;5.74245;58.87208333
2947;Sargassum muticum;E. Hegg�y;Paradis;2011;5.744616667;58.95906667
2948;Sargassum muticum;E. Hegg�y;J�ttav�gen;2011;5.744916667;58.91453333
2949;Sargassum muticum;E. Hegg�y;Vaulen;2011;5.748566667;58.92631667
2951;Sargassum muticum;V. Husa;Lundsv�gen;2011;5.754866667;59.00216667
2953;Sargassum muticum;E. Hegg�y;�m�y aust;2011;5.758766667;59.03786667
2955;Sargassum muticum;V. Husa;Sandvika;2011;5.764383333;58.87138333
2966;Sargassum muticum;Knut �ge Storstad;Lundars�yl�;2009;5.805193;59.259678
2971;Sargassum muticum;Henning Steen data;Finn�y;1992;5.855735;59.18805
2972;Sargassum muticum;Knut �ge Storstad;H�ynes;2009;5.873799;59.187031
2980;Sargassum muticum;E. Hegg�y;Tau;2011;5.911816667;59.0612
2986;Sargassum muticum;V. Husa;Loddervik/Vierneset;2011;5.921333333;58.95155
2989;Sargassum muticum;Henning Steen data;Djupevik;1997;5.928789;58.95611
2995;Sargassum muticum;Knut �ge Storstad;Boknasundet;2009;5.951595;59.164146
2998;Sargassum muticum;V. Husa;Dreggjavika;2011;5.968583333;58.9363
3005;Sargassum muticum;Henning Steen data;Eiger�y;1993;6.024149;58.43222
3006;Sargassum muticum;Henning Steen data;Stapnes;1997;6.044714;58.38327
3011;Sargassum muticum;E. Hegg�y;Oanes;2011;6.079583333;58.91843333
3014;Sargassum muticum;Olsen, K.M.;Hankadlavika;2012;6.09870004;59.23120117
3016;Sargassum muticum;Henning Steen data;Mong;1993;6.101276;58.36784
3035;Sargassum muticum;E. Hegg�y;Hjelmeland;2011;6.164566667;59.2337
3068;Sargassum muticum;Rueness 1989;Norway_drift;1988;6.56937;58.13059
3072;Sargassum muticum;Henning Steen data;Hidra;1995;6.603351;58.21513
3076;Sargassum muticum;Henning Steen data;Lista Farsund;1990;6.671305;58.08552
3084;Sargassum muticum;Henning Steen data;Spinsfjorden;1992;6.809911;58.10375
3090;Sargassum muticum;Henning Steen data;Lang�y;1991;6.877131;58.06885
3120;Sargassum muticum;P�l Klevan;V�re;2008;7.201249;58.006278
3121;Sargassum muticum;P�l Klevan;Store Lefs�y;2008;7.204734;57.994227
3124;Sargassum muticum;Henning Steen data;Skarv�y;1991;7.216663;58.02531
3125;Sargassum muticum;Henning Steen data;Svin�r;1990;7.237401;58.02653
3157;Sargassum muticum;Henning Steen data;Dansvik;1989;7.374515;58.00867
3158;Sargassum muticum;Henning Steen data;Hill�y;1989;7.382732;57.99445
3201;Sargassum muticum;Henning Steen data;T�nes / �lo;1990;7.702157;58.03747
3204;Sargassum muticum;"Moen, Karl Ivar; �sen, Per Arvid; m.fl.";Lastad;2005;7.706457;58.050375
3209;Sargassum muticum;Rueness 1989;Norway_drift;1984;7.76234;58.04049
3210;Sargassum muticum;Rueness 1989;Norway;1988;7.77783;58.04049
3221;Sargassum muticum;Henning Steen data;between Kr.sand and S�gne;1989;7.895683;58.08424
3225;Sargassum muticum;�sen, Per Arvid;Helleviga;1992;7.907476;58.070224
3241;Sargassum muticum;Rueness 1989;Norway;1988;8.10318;58.09785
3246;Sargassum muticum;Henning Steen data;Randesund;1988;8.160808;58.11114
3249;Sargassum muticum;�sen, Per Arvid;Indre Ulv�ya;1989;8.209302;58.11954
3256;Sargassum muticum;Henning Steen data;Bliksund;1988;8.270946;58.15512
3257;Sargassum muticum;Henning Steen data;Ulv�ysund;1989;8.275871;58.1253
3262;Sargassum muticum;Staehr et al 1997;Limfjord 2;1989;8.30984;56.59787
3268;Sargassum muticum;Christensen 1984;Nissum Bredning;1984;8.32042;56.7161
3277;Sargassum muticum;Henning Steen data;Huholmen;1989;8.369905;58.19566
3279;Sargassum muticum;Henning Steen data;Saltvik Brekkest�;2003;8.38202;58.20945
3280;Sargassum muticum;Henning Steen data;Lillesand;1991;8.386466;58.24583
3285;Sargassum muticum;Stiger-Pouvreau, unpublished data;Porto;2014;-8.7092;41.1887
3289;Sargassum muticum;Incera, unpubl.data, Tanniou et al;Vigo;2011;-8.7704;42.2247
3291;Sargassum muticum;Incera, unpubl.data, Tanniou et al;Vigo;2011;-8.816;42.187
3293;Sargassum muticum;Staehr et al 1997;Limfjord 6;1989;8.49232;56.76514
3294;Sargassum muticum;Incera, unpubl.data, Tanniou et al;Vigo;2011;-8.8375;42.341
3295;Sargassum muticum;Le Diouron PhD, unp. Data;Viana do Castelo;2014;-8.8512;41.6855
3297;Sargassum muticum;Le Diouron PhD, unp. Data;Praia de Ancora;2014;-8.867;41.813
3298;Sargassum muticum;Le Diouron PhD, unp. Data;Moledo;2014;-8.876;41.8351
3299;Sargassum muticum;Henning Steen data;Homborsund Lighthouse;1990;8.529953;58.25435
3302;Sargassum muticum;Henning Steen data;Prestholmen;1992;8.536848;58.27305
3306;Sargassum muticum;Staehr et al 1997;Limfjord 5;1989;8.58005;56.69613
3307;Sargassum muticum;Henning Steen data;Mal�y;1992;8.590541;58.32299
3308;Sargassum muticum;Henning Steen data;Leiholmsundet;1988;8.606651;58.3187
3310;Sargassum muticum;Staehr et al 1997;Limfjord 7;1989;8.63619;56.81544
3318;Sargassum muticum;Staehr et al 1997;Limfjord 3;1989;8.65491;56.46804
3320;Sargassum muticum;Staehr et al 1997;Limfjord 8;1989;8.70638;56.88679
3321;Sargassum muticum;Olsen, K.M.;Ruakerkilen;2000;8.71304035;58.38660049
3328;Sargassum muticum;Henning Steen data;Ryvingen;1989;8.730939;58.39292
3331;Sargassum muticum;Staehr et al 1997;Limfjord 4;1989;8.74147;56.51482
3336;Sargassum muticum;Staehr et al 1997;Limfjord 11;1989;8.79996;56.67624
3338;Sargassum muticum;Staehr et al 1997;Limfjord 9;1989;8.81048;56.95581
3340;Sargassum muticum;Staehr et al 1997;Limfjord 10;1989;8.84908;56.82948
3342;Sargassum muticum;Henning Steen data;Trom�y;1991;8.857251;58.47845
3343;Sargassum muticum;Olsen, K.M.;Bjellandstranda;2011;8.88457012;58.45619964
3344;Sargassum muticum;Ingrid Salvesen;Bjellandstrand;2007;8.885676;58.455955
3356;Sargassum muticum;Tove Hafnor Dahl;Sandvika;2009;8.951069;58.523082
3359;Sargassum muticum;Staehr et al 1997;Limfjord 12;1989;9.01167;56.83767
3363;Sargassum muticum;Olsen, K.M.;Halskilen;2010;9.03118991;58.61479949
3365;Sargassum muticum;Henning Steen data;Sand�ya;1989;9.048302;58.58258
3366;Sargassum muticum;Staehr et al 1997;Limfjord 16;1989;9.05027;56.99792
3371;Sargassum muticum;Staehr et al 1997;Limfjord 15;1989;9.10291;56.89849
3372;Sargassum muticum;Staehr et al 1997;Limfjord 24;1989;9.10408;56.63764
3373;Sargassum muticum;Henning Steen data;Asker�ya;1989;9.106771;58.62127
3374;Sargassum muticum;Staehr et al 1997;Limfjord 23;1989;9.13332;56.74526
3375;Sargassum muticum;Staehr et al 1997;Limfjord 13;1989;9.14034;56.62829
3376;Sargassum muticum;Henning Steen data;Ris�y;1992;9.141826;58.65208
3377;Sargassum muticum;Henning Steen data;Lyng�r;1991;9.148264;58.63609
3379;Sargassum muticum;Staehr et al 1997;Limfjord 25;1989;9.16725;56.63647
3380;Sargassum muticum;Staehr et al 1997;Limfjord 14;1989;9.17309;56.8014
3383;Sargassum muticum;Henning Steen data;Ris�r;1992;9.244004;58.71712
3386;Sargassum muticum;Tanniou et al;Galway;2011;-9.4529;52.8498
3387;Sargassum muticum;Tanniou et al;Galway;2011;-9.4541;52.8387
3388;Sargassum muticum;Staehr et al 1997;Limfjord 22;1989;9.30995;56.99909
3390;Sargassum muticum;Henning Steen data;Ellingsvik J�rnestangen;1989;9.331988;58.76078
3392;Sargassum muticum;Henning Steen data;Port�r Stangnes;1991;9.404338;58.79032
3404;Sargassum muticum;Bj�rn Erik Halvorsen;Vestre Rauane;1991;9.491948;58.833485
3406;Sargassum muticum;Henning Steen data;Sk�t�y;1996;9.511301;58.85526
3407;Sargassum muticum;Bj�rn Erik Halvorsen;Sk�t�y;1998;9.512267;58.84482
3408;Sargassum muticum;Olsen, K.M.;Bur�ytjern;2009;9.52375984;58.85889816
3410;Sargassum muticum;Staehr et al 1997;Limfjord 17;1989;9.58834;56.98973
3411;Sargassum muticum;Jorunn Simones et al.;Vestre Saltstein;2012;9.60917;58.87172
3414;Sargassum muticum;Henning Steen data;Langesund;1992;9.743538;58.9949
3415;Sargassum muticum;Staehr et al 1997;Limfjord 18;1989;9.76731;57.0681
3420;Sargassum muticum;Esther Broch et al.;M�len;2011;9.821108;58.976353
3427;Sargassum muticum;Henning Steen data;Nevlunghavn;1997;9.866667;58.96667
3428;Sargassum muticum;V. Husa & Henning Steen;Nevlunghavn;2012;9.867583333;58.96816667
3445;Sargassum muticum;Henning Steen data;Brunlanes;1999;9.918855;58.99764
3448;Sargassum muticum;Wallentinus data;Hirtshals;1990;9.94913;57.595
3452;Sargassum muticum;Rolf Ergon et al.;Ku�ya;2011;10.015262;58.978809
3454;Sargassum muticum;Staehr et al 1997;Limfjord 19;1989;10.02465;57.07629
3459;Sargassum muticum;V. Husa & Henning Steen;Stavern;2012;10.04345;59.0006
3472;Sargassum muticum;Henning Steen data;Svenner Lighthouse;1989;10.14539;58.97055
3473;Sargassum muticum;Staehr et al 1997;Limfjord 20;1989;10.16034;57.00143
3480;Sargassum muticum;V. Husa & Henning Steen;Ula havn;2012;10.18455;59.02446667
3481;Sargassum muticum;Henning Steen data;Ulva;1991;10.18688;59.02374
3488;Sargassum muticum;Henning Steen data;Ranvika;1989;10.21123;59.03127
3489;Sargassum muticum;M. R. Bj�rke;Sandefjord;2001;10.21511;59.12069
3490;Sargassum muticum;V. Husa & Henning Steen;Langeskj�ret;2012;10.22108333;59.09053333
3491;Sargassum muticum;V. Husa & Henning Steen;Sandefjord, ytre;2012;10.22155;59.12466667
3492;Sargassum muticum;Henning Steen data;Sandefjord;2002;10.22255;59.12619
3493;Sargassum muticum;V. Husa & Henning Steen;Kjerringvik;2012;10.22736667;59.04106667
3494;Sargassum muticum;V. Husa & Henning Steen;Thor�ya;2012;10.22816667;59.1038
3495;Sargassum muticum;Henning Steen data;Kjerringvik;2002;10.22824;59.04124
3496;Sargassum muticum;V. Husa & Henning Steen;Sandefjord, indre;2012;10.2299;59.1268
3538;Sargassum muticum;Henning Steen data;Osteroy;1989;10.30058;59.08201
3542;Sargassum muticum;Staehr et al 1997;Limfjord 21;1989;10.31825;56.98154
3556;Sargassum muticum;V. Husa & Henning Steen;Langviken kai;2012;10.38253333;59.07575
3557;Sargassum muticum;V. Husa & Henning Steen;Sevik kilen;2012;10.3871;59.17688333
3560;Sargassum muticum;Henning Steen data;Mostanda;1990;10.39571;59.09575
3561;Sargassum muticum;V. Husa & Henning Steen;Vrengen;2012;10.39865;59.16693333
3563;Sargassum muticum;M. R. Bj�rke;Verdens ende;2001;10.40734;59.05896
3564;Sargassum muticum;Henning Steen data;Verdens Ende;1988;10.41038;59.05685
3565;Sargassum muticum;Henning Steen data;Tj�me;1990;10.41803;59.08686
3571;Sargassum muticum;Henning Steen data;Vrengensundet;2001;10.42886;59.15505
3573;Sargassum muticum;V. Husa & Henning Steen;M�ger� marina;2012;10.43235;59.1547
3582;Sargassum muticum;V. Husa & Henning Steen;Hus�y b�tf.;2012;10.45786667;59.23835
3585;Sargassum muticum;Henning Steen data;�sg�rdstrand;2002;10.4676;59.3508
3586;Sargassum muticum;V. Husa & Henning Steen;Steinbrygga;2012;10.47055;59.37798333
3587;Sargassum muticum;M. R. Bj�rke;�sg�rdstrand;2001;10.47123;59.35074
3591;Sargassum muticum;Henning Steen data;Sand�y;1989;10.47693;59.07032
3597;Sargassum muticum;V. Husa & Henning Steen;Surka;2012;10.4895;59.26003333
3601;Sargassum muticum;Henning Steen data;N�rsnes;2002;10.50559;59.76215
3604;Sargassum muticum;V. Husa & Henning Steen;S�tre, Hurum;2012;10.53088333;59.68236667
3618;Sargassum muticum;V. Husa & Henning Steen;Fagerstrand;2012;10.58751667;59.73285
3619;Sargassum muticum;Kristoffer B�hn et al.;Neset;2012;10.5921;59.668075
3625;Sargassum muticum;V. Husa & Henning Steen;Storesand, Hurum;2012;10.60546667;59.64236667
3627;Sargassum muticum;M. R. Bj�rke;Fjellstrand;2001;10.60856;59.79722
3629;Sargassum muticum;Henning Steen data;Ommen;1997;10.61459;59.79844
3630;Sargassum muticum;ICES WGITMO 2002;Inner basin of Oslofjord;2002;10.61579;59.67904
3631;Sargassum muticum;Henning Steen data;Snar�ya;1997;10.61597;59.88179
3632;Sargassum muticum;V. Husa & Henning Steen;Husvik, Dr�bak;2012;10.6222;59.67691667
3635;Sargassum muticum;Henning Steen data;Dr�bak;1991;10.62938;59.66068
3638;Sargassum muticum;Henning Steen data;Bev�ya;1992;10.64111;59.51296
3639;Sargassum muticum;Henning Steen data;Jel�y;1997;10.64907;59.43752
3640;Sargassum muticum;V. Husa & Henning Steen;Rossnesstranda;2012;10.65076667;59.44243333
3641;Sargassum muticum;Even W. Hanssen, Reidun Braathen;Kolabotn;2009;10.65384;59.505219
3642;Sargassum muticum;V. Husa & Henning Steen;Hvitsten;2012;10.65445;59.59816667
3644;Sargassum muticum;M. R. Bj�rke;Nesoddtangen;2001;10.65869;59.86899
3646;Sargassum muticum;Henning Steen data;Nesoddentangen;1999;10.65932;59.8702
3647;Sargassum muticum;V. Husa & Henning Steen;Oksval, Nesodden;2012;10.67215;59.86331667
3648;Sargassum muticum;V. Husa & Henning Steen;Kambobukta;2012;10.68618333;59.47523333
3650;Sargassum muticum;Henning Steen data;Hoved�ya;2002;10.73178;59.89887
3652;Sargassum muticum;M. R. Bj�rke;Engelsviken;2001;10.73422;59.24556
3653;Sargassum muticum;V. Husa & Henning Steen;Engelsviken;2012;10.7358;59.25313333
3655;Sargassum muticum;Henning Steen data;Engelsviken;2002;10.73726;59.25288
3656;Sargassum muticum;Tanniou et al;Galway;2011;-10.1317;53.5063
3659;Sargassum muticum;M. R. Bj�rke;Oslo;2001;10.7555;59.88967
3660;Sargassum muticum;Henning Steen data;Orm�ya;2002;10.76457;59.87618
3664;Sargassum muticum;Henning Steen data;Papperhavn;1997;10.84483;59.10513
3666;Sargassum muticum;V. Husa & Henning Steen;Utg�rdskilen;2012;10.87536667;59.07945
3679;Sargassum muticum;M. R. Bj�rke;Hvaler;2001;10.96218;59.05331
3683;Sargassum muticum;V. Husa & Henning Steen;Skj�rhalden;2012;11.03306667;59.02155
3686;Sargassum muticum;Henning Steen data;Skj�rhalden;2002;11.03849;59.02335
3690;Sargassum muticum;Karlsson 1988;Koster;1987;11.04407;58.89352
3691;Sargassum muticum;Karlsson Loo 1999;Koster;1993;11.04407;58.88568
3698;Sargassum muticum;Karlsson Loo 1999;Vaderoarna;1993;11.11492;58.55985
3699;Sargassum muticum;Karlsson 1988;Tjarno_drift;1986;11.13492;58.87997
3703;Sargassum muticum;Karlsson Loo 1999;Tjarno;1993;11.14529;58.89352
3708;Sargassum muticum;Karlsson 1988;Fjallback_drift;1985;11.25515;58.57111
3709;Sargassum muticum;Karlsson Loo 1999;Fjallback;1993;11.25664;58.57569
3712;Sargassum muticum;Karlsson Loo 1999;Lysekil area;1993;11.42365;58.23363
3716;Sargassum muticum;Karlsson Loo 1999;Pater Noster;1993;11.57549;57.93664
3730;Sargassum muticum;Karlsson Loo 1999;SW of Goteborg;1993;11.79818;57.58838
3763;Sargassum muticum;Karlsson Loo 1999;Vendelsofjorden;1993;12.08163;57.3611
3768;Sargassum muticum;Karlsson Loo 1999;Varohalvon;1996;12.12712;57.27865
3769;Sargassum muticum;Karlsson Loo 1999;Balgo;1993;12.14336;57.21184
3771;Sargassum muticum;Karlsson Loo 1999;Varberg;1996;12.20834;57.1784
3773;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.27498;45.21671
3774;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.27567;45.21809
3776;Sargassum muticum;Curiel et al 1995;South of Chioggia;1992;12.2774;45.22016
3785;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.28154;45.21947
3787;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.28292;45.21844
3790;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.28361;45.21775
3794;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29501;45.24882
3796;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29673;45.25297
3797;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29708;45.25642
3798;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29812;45.2578
3799;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29881;45.26022
3802;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.29984;45.26402
3803;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30053;45.26782
3804;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30122;45.27196
3805;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30122;45.27541
3806;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30157;45.27783
3807;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30191;45.27956
3808;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30226;45.28232
3809;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.3026;45.2837
3811;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30882;45.34413
3813;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.30917;45.34068
